"modul","semester","termin","pruefer","anzahl","bestanden","nichtBestanden","schnitt","schnittBestanden","X1_0","X1_3","X1_7","X2_0","X2_3","X2_7","X3_0","X3_3","X3_7","X4_0","X5_0","ohneNote"
109,55,"08.10.2012","Böker",185,144,34,3.445,3.002,3.2,2.7,4.3,2.2,6.5,9.7,11.4,9.7,15.1,13,22.2,NA
109,55,"31.07.2012","Böker",242,182,41,3.32,2.766,6.2,2.1,6.6,5,8.3,9.5,7.4,9.5,9.9,10.7,24.8,NA
109,56,"25.03.2013","Kneib",122,76,36,3.734,2.967,NA,0.8,5.7,3.3,4.1,11.5,12.3,8.2,8.2,8.2,37.7,NA
109,56,"19.02.2013","Kneib",120,91,23,3.179,2.619,5.8,4.2,8.3,6.7,7.5,5.8,15,9.2,5.8,7.5,23.3,0.8
109,57,"30.09.2013","Kneib",176,93,53,4.137,3.367,NA,1.7,0.6,1.1,1.7,4.5,9.1,5.7,11.4,17,47.2,NA
109,57,"23.07.2013","Kneib",175,126,34,3.35,2.709,1.1,2.9,2.9,8,13.1,12,12.6,10.3,5.1,4,28,NA
109,58,"08.04.2014","Kneib",154,120,21,3.161,2.64,1.9,1.3,3.2,9.1,14.3,25.3,9.7,5.2,1.3,6.5,22.1,NA
109,58,"18.02.2014","Kneib",171,139,23,3.343,2.961,1.2,1.8,6.4,4.1,12.9,8.2,9.9,11.1,9.9,15.8,18.7,NA
109,59,"26.09.2014","Tafenau",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,59,"05.08.2014","Tafenau",199,158,26,3.265,2.837,2,3,4,8.5,9.5,11.6,9.5,10.6,12.1,8.5,19.6,1
109,59,"29.06.2014","Tafenau",148,106,32,3.511,2.949,1.4,2,2.7,6.1,7.4,9.5,10.1,13.5,9.5,9.5,27,1.4
109,60,"27.03.2015","Kneib",152,105,47,3.507,2.839,2.6,0.7,7.9,7.2,5.3,7.9,10.5,8.6,7.2,11.2,30.9,NA
109,60,"14.02.2015","Kneib",155,120,35,3.316,2.825,4.5,2.6,4.5,3.2,11.6,9.7,9.7,13.5,7.1,11,22.6,NA
109,61,"05.10.2015","Tafenau",190,145,45,3.561,3.114,NA,1.6,3.2,2.1,6.8,11.1,11.6,13.7,15.8,10.5,23.7,NA
109,61,"28.07.2015","Tafenau",268,187,81,3.529,2.893,2.6,3,4.1,6.3,6.3,9.3,7.5,7.1,13.1,10.4,30.2,NA
109,62,"23.02.2016","Tafenau",185,140,45,3.423,2.916,3.8,2.2,3.8,2.7,9.7,14.1,5.4,9.7,12.4,11.9,24.3,NA
110,52,"07.04.2011","Geishecker",148,121,26,3.22,2.82,1.4,2,4.7,9.5,12.2,12.2,10.1,10.1,8.8,10.1,18.2,0.7
110,52,"03.03.2011","Geishecker",180,130,0,3.394,2.842,2.8,2.8,5.6,8.3,5,8.9,8.9,10.6,8.9,11.1,25,2.2
110,53,"07.10.2011","Schwager",166,126,34,3.537,3.092,0.6,0.6,1.2,4.8,7.8,12,11.4,9,19.3,8.4,22.9,1.8
110,53,"04.08.2011","Schwager",316,235,61,3.392,2.833,2.5,1.9,3.5,9.2,7.3,10.8,8.9,13.3,8.2,8.2,25.6,0.6
110,54,"03.04.2012","Keser",109,74,32,3.57,2.914,NA,1.8,1.8,6.4,11,10.1,10.1,10.1,9.2,7.3,31.2,0.9
110,54,"18.02.2012","Keser",109,66,32,3.494,2.512,4.6,4.6,7.3,7.3,7.3,8.3,3.7,5.5,5.5,6.4,39.4,NA
110,55,"09.10.2012","Baskaran",162,133,27,2.799,2.316,4.3,17.3,13,7.4,6.2,9.3,5.6,2.5,10.5,5.6,17.9,0.6
110,55,"07.08.2012","Baskaran",280,208,46,3.436,2.902,1.1,4.3,6.1,5.7,8.6,6.4,9.3,8.2,11.4,13.2,25.4,0.4
110,56,"16.04.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"16.04.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"09.04.2013","Schwager",200,131,60,3.751,3.092,2.5,2,1.5,2.5,7,6.5,5,12,14.5,12,34.5,NA
110,56,"03.04.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"03.04.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
110,56,"16.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"15.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"15.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"15.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"14.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"14.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"14.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"12.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"11.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"11.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"11.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"08.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"07.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"06.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"06.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"06.03.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,56,"04.03.2013","Schwager",302,221,66,3.4,2.809,2,3,5,8.3,8.3,7.6,10.6,8.9,11.9,7,26.8,0.7
110,56,"26.02.2013","Schwager",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,57,"09.10.2013","Keser",118,86,22,3.677,3.179,0.8,0.8,2.5,NA,5.1,14.4,8.5,11.9,14.4,13.6,27.1,0.8
110,57,"30.07.2013","Keser",220,128,66,3.94,3.179,2.3,0.9,0.5,3.2,1.8,5.9,9.5,9.5,13.6,10.9,41.8,NA
110,58,"10.04.2014","Schwager",226,155,55,3.497,2.818,1.8,0.9,4.9,6.6,12.8,6.6,9.7,10.2,5.3,9.7,31,0.4
110,58,"25.02.2014","Schwager",307,235,55,3.388,2.891,1.3,3.9,3.3,5.2,7.2,12.7,10.1,16,7.2,9.4,23.5,0.3
110,59,"08.10.2014","Vollmer",141,110,29,3.301,2.822,4.3,2.1,4.3,8.5,9.9,7.8,9.9,9.2,10.6,11.3,22,NA
110,59,"12.08.2014","Vollmer",265,192,60,3.553,3.003,2.3,3,3.4,3.4,6,7.5,9.1,14.7,10.9,12.1,27.5,NA
110,60,"01.04.2015","Keser",97,60,36,3.421,2.447,8.2,8.2,3.1,6.2,5.2,4.1,9.3,6.2,6.2,5.2,38.1,NA
110,60,"24.02.2015","Keser",164,136,28,2.959,2.539,12.2,4.9,4.3,5.5,9.1,12.2,13.4,4.9,7.9,8.5,17.1,NA
110,61,"13.10.2015","Berger",218,179,39,2.973,2.531,3.7,7.3,7.8,12.4,8.7,9.6,12.8,6.9,6.9,6,17.9,NA
110,61,"04.08.2015","Berger",372,257,115,3.708,3.13,NA,0.3,2.4,4,9.7,7.5,8.9,10.5,11,14.8,30.9,NA
110,62,"01.03.2016","Schwager",285,189,96,3.558,2.825,3.2,4.6,2.8,4.9,8.8,8.8,6.7,5.3,10.5,10.9,33.7,NA
111,52,"18.04.2011","Ohr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,52,"05.04.2011","Ohr",193,146,39,3.367,2.841,1,4.7,4.7,5.7,9.8,11.9,9.3,8.3,8.3,11.9,24.4,NA
111,52,"21.02.2011","Ohr",146,113,30,3.21,2.688,2.1,0.7,8.2,14.4,6.8,14.4,6.8,8.9,8.2,6.8,22.6,NA
111,53,"06.10.2011","Klasen",166,143,16,2.745,2.427,7.2,3.6,10.8,9.6,16.9,10.2,9,9.6,3.6,4.8,12,2.4
111,53,"25.07.2011","Klasen",117,95,16,2.797,2.287,7.7,3.4,15.4,12.8,12.8,7.7,9.4,4.3,5.1,2.6,18.8,NA
111,54,"29.03.2012","Rübel",246,216,26,2.984,2.704,1.2,1.2,11.4,7.3,11.8,12.6,17.1,13,11.4,0.8,12.2,NA
111,54,"20.02.2012","Rübel",191,140,42,3.638,3.139,NA,NA,2.1,4.2,3.1,10.5,12,18.3,18.8,3.7,26.7,0.5
111,55,"10.10.2012","Ohr",202,151,46,3.285,2.717,0.5,7.4,3,11.4,9.9,9.9,7.4,7.9,6.9,10.4,24.8,0.5
111,55,"30.07.2012","Ohr",197,149,41,3.367,2.845,2,5.6,4.6,5.6,6.1,10.7,6.6,14.2,8.6,10.7,23.9,1.5
111,56,"04.04.2013","Klasen",212,155,49,3.561,3.032,1.4,1.4,2.4,3.3,10.4,7.1,11.3,13.7,9.9,12.3,26.9,NA
111,56,"18.02.2013","Klasen",205,155,44,3.286,2.73,2.4,2.9,4.9,7.3,11.7,10.7,12.2,8.3,8.3,6.3,24.4,0.5
111,57,"08.10.2013","Trimborn",229,195,24,3.083,2.778,2.2,1.3,3.9,8.3,13.1,16.6,11.8,15.7,5.7,6.6,13.5,1.3
111,57,"22.07.2013","Prettner",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,57,"22.07.2013","Trimborn",198,160,35,3.036,2.566,5.1,7.1,5.1,6.6,15.2,10.1,8.6,9.6,6.6,6.6,19.2,0.5
111,58,"15.04.2014","Rübel",175,106,60,3.659,2.811,2.9,1.7,5.1,2.9,8,6.9,9.1,8.6,12,3.4,38.3,1.1
111,58,"22.02.2014","Rübel",236,183,46,3.254,2.746,5.5,3,3.4,5.9,6.4,11.4,14,12.7,13.1,1.7,22.5,0.4
111,59,"07.10.2014","Ohr",263,187,68,3.445,2.81,2.3,5.7,4.2,7.6,6.1,8.7,7.2,9.5,4.9,14.4,28.9,0.4
111,59,"04.08.2014","Ohr",169,107,55,3.538,2.682,3,3.6,5.9,4.7,8.3,10.1,7.7,7.7,3,8.9,36.7,0.6
111,60,"30.03.2015","Wollni",217,182,35,3.078,2.707,2.8,2.8,5.5,12.4,10.1,14.3,10.1,9.7,6,9.7,16.1,0.5
111,60,"16.02.2015","Wollni",266,223,41,3.093,2.726,2.6,3.8,7.1,8.3,11.7,11.7,10.5,10.9,9,8.3,16.2,NA
111,61,"14.10.2015","Trimborn",271,186,85,3.924,3.432,NA,0.7,1.8,1.1,3.3,4.8,6.3,11.8,13.7,25.1,31.4,NA
111,61,"27.07.2015","Trimborn",229,160,69,3.507,2.864,1.7,4.4,5.7,5.2,8.3,7,7.4,8.7,7,14.4,30.1,NA
111,62,"22.02.2016","Rübel",370,272,98,3.235,2.599,5.4,4.6,5.7,7.3,8.1,9.2,11.4,8.9,11.4,1.6,26.5,NA
105,52,"04.04.2011","Hilger",64,54,10,3.317,3,NA,NA,3.1,6.3,10.9,9.4,18.8,14.1,12.5,7.8,15.6,1.6
105,52,"18.02.2011","Hilger",251,218,30,3.098,2.811,5.2,NA,3.6,12.4,13.1,9.2,9.6,12,8.8,13.1,13.1,NA
105,53,"05.10.2011","Hilger",47,36,9,3.536,3.117,2.1,NA,NA,4.3,6.4,14.9,10.6,10.6,8.5,17,21.3,4.3
105,53,"22.07.2011","Hilger",176,150,26,3.172,2.855,1.7,NA,6.8,10.2,8,13.1,11.9,15.9,9.1,8.5,14.8,NA
105,54,"02.04.2012","Hilger",81,63,16,3.516,3.092,1.2,NA,2.5,2.5,8.6,16,9.9,8.6,16,12.3,22.2,NA
105,54,"17.02.2012","Hilger",311,285,22,2.855,2.66,5.8,NA,10.6,11.3,11.6,15.1,9.6,10,8.7,9,8.4,NA
105,55,"05.10.2012","Hilger",52,39,12,3.667,3.223,NA,NA,NA,1.9,11.5,7.7,13.5,9.6,15.4,15.4,25,NA
105,55,"28.09.2012","Hilger",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
105,55,"27.07.2012","Hilger",151,123,24,3.317,2.933,0.7,NA,3.3,9.9,9.3,17.2,6.6,13.2,11.3,9.9,18.5,NA
105,56,"08.06.2013","Hilger",93,77,15,3.167,2.81,5.4,7.5,3.2,4.3,8.6,7.5,7.5,15.1,11.8,11.8,16.1,1.1
105,56,"20.04.2013","Hilger",515,480,30,2.812,2.652,5,2.7,4.3,12.8,13.6,15.5,14,12,6.6,6.6,6.8,NA
105,56,"20.04.2013","Lennartz",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,56,"06.02.2009","Hilger",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,57,"07.10.2013","Lennartz",34,31,2,3.212,3.039,NA,NA,5.9,11.8,5.9,11.8,20.6,2.9,8.8,23.5,8.8,NA
105,57,"19.07.2013","Lennartz",60,48,11,3.422,3.027,1.7,1.7,5,6.7,10,8.3,6.7,10,6.7,23.3,20,NA
105,58,"11.04.2014","0PA",98,82,14,3.794,3.559,1,NA,NA,2,3.1,2,5.1,12.2,27.6,30.6,16.3,NA
105,58,"19.02.2014","0PA",240,205,35,3.479,3.22,0.4,2.1,2.1,2.9,4.6,7.1,11.7,21.3,18.8,14.6,14.6,NA
105,59,"02.10.2014","Fehrenbach",64,41,23,3.958,3.373,NA,1.6,NA,3.1,4.7,4.7,4.7,10.9,10.9,23.4,35.9,NA
105,59,"01.08.2014","Fehrenbach",79,62,14,3.471,3.052,1.3,NA,3.8,3.8,7.6,13.9,7.6,16.5,13.9,10.1,21.5,NA
105,60,"10.04.2015","Wiebe",141,110,31,3.573,3.197,NA,0.7,2.1,4.3,6.4,9.9,9.2,13.5,16.3,15.6,20.6,1.4
105,60,"18.02.2015","Wiebe",242,213,29,3.196,2.951,1.2,1.7,4.1,7.9,7.4,12,16.9,15.3,10.3,11.2,12,NA
105,61,"12.10.2015","Schmidt-Recla",143,133,10,2.787,2.621,2.1,5.6,14,12.6,8.4,9.1,15.4,7,10.5,8.4,7,NA
105,61,"29.07.2015","Schmidt-Recla",165,144,21,2.981,2.687,2.4,8.5,5.5,9.7,7.9,10.9,12.7,12.7,10.9,6.1,12.7,NA
165,53,"26.07.2011","Zucchini",38,35,3,2.253,2.017,13.2,10.5,23.7,7.9,10.5,18.4,2.6,NA,NA,5.3,7.9,NA
165,55,"23.07.2012","Kneib",24,24,0,1.863,1.862,12.5,20.8,25,8.3,16.7,12.5,NA,NA,4.2,NA,NA,NA
165,57,"22.07.2013","Kneib",16,15,1,1.956,1.753,25,25,18.8,6.3,NA,NA,6.3,6.3,6.3,NA,6.3,NA
165,59,"29.07.2014","Kneib",17,16,1,2.076,1.894,5.9,NA,52.9,23.5,NA,NA,11.8,NA,NA,NA,5.9,NA
165,61,"14.07.2015","Kneib",20,19,1,1.945,1.784,20,10,25,20,NA,20,NA,NA,NA,NA,5,NA
31460,55,NA,"Kneib",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
31460,57,"15.07.2013","Kneib",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36267,57,"12.08.2013","Herwartz",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36267,59,"05.09.2014","Herwartz",10,10,0,1.53,1.53,10,40,30,20,NA,NA,NA,NA,NA,NA,NA,NA
36267,61,"04.09.2015","Herwartz",16,15,1,2.125,1.933,12.5,25,12.5,18.8,6.3,6.3,NA,NA,12.5,NA,6.3,NA
146,52,"05.04.2011","Keser",48,32,12,3.551,2.803,2.1,8.3,2.1,6.3,4.2,8.3,6.3,8.3,4.2,14.6,33.3,2.1
146,52,"01.03.2011","Keser",87,70,13,2.972,2.472,5.7,5.7,6.9,10.3,10.3,10.3,14.9,6.9,3.4,4.6,19.5,1.1
146,53,"05.10.2011","Geishecker",30,20,9,3.517,2.775,3.3,3.3,3.3,6.7,10,3.3,6.7,16.7,6.7,6.7,33.3,NA
146,53,"02.08.2011","Geishecker",80,62,11,3.271,2.769,7.5,3.8,2.5,8.8,10,7.5,6.3,5,10,16.3,22.5,NA
146,54,"29.03.2012","Geishecker",42,29,11,3.861,3.39,NA,NA,NA,2.4,4.8,2.4,9.5,16.7,16.7,16.7,28.6,2.4
146,54,"01.03.2012","Geishecker",95,83,7,2.864,2.555,7.4,5.3,4.2,6.3,15.8,15.8,12.6,6.3,10.5,3.2,12.6,NA
146,55,"05.10.2012","Keser",62,56,6,3.069,2.862,1.6,NA,9.7,8.1,9.7,14.5,17.7,6.5,6.5,16.1,9.7,NA
146,55,"09.08.2012","Keser",68,47,16,3.7,3.119,1.5,1.5,4.4,7.4,1.5,4.4,7.4,14.7,5.9,20.6,30.9,NA
146,56,"05.04.2013","Geishecker",84,61,20,3.425,2.831,4.8,3.6,3.6,2.4,9.5,7.1,14.3,7.1,10.7,9.5,27.4,NA
146,56,"28.02.2013","Geishecker",87,72,9,3.129,2.739,4.6,2.3,3.4,6.9,17.2,6.9,12.6,10.3,14.9,3.4,17.2,NA
146,57,"27.09.2013","Schwager",98,77,20,3.288,2.814,2,4.1,5.1,5.1,9.2,11.2,12.2,9.2,13.3,6.1,21.4,1
146,57,"01.08.2013","Schwager",134,110,20,3.228,2.842,0.7,3.7,8.2,8.2,6.7,14.9,5.2,13.4,6.7,14.2,17.9,NA
146,58,"14.04.2014","Keser",23,16,6,3.826,3.312,NA,NA,NA,NA,8.7,8.7,8.7,13,13,17.4,30.4,NA
146,58,"27.02.2014","Keser",54,41,9,3.565,3.11,1.9,1.9,1.9,3.7,NA,13,14.8,14.8,11.1,13,24.1,NA
146,58,"26.02.2014","Gehringer",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,58,"17.12.2013","Gehringer",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,59,"01.10.2014","Schwager",112,79,31,3.705,3.165,NA,1.8,0.9,3.6,7.1,7.1,9.8,13.4,14.3,12.5,29.5,NA
146,59,"14.08.2014","Schwager",155,113,28,3.574,3.043,0.6,2.6,1.9,5.8,9,7.1,9,9,16.1,11.6,27.1,NA
146,60,"17.07.2015","Vollmer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,60,"30.03.2015","Vollmer",46,25,21,3.765,2.728,2.2,4.3,6.5,6.5,NA,6.5,6.5,6.5,10.9,4.3,45.7,NA
146,60,"26.02.2015","Vollmer",61,45,16,3.349,2.762,3.3,3.3,4.9,11.5,6.6,6.6,8.2,11.5,8.2,9.8,26.2,NA
146,61,"08.10.2015","Keser",29,24,5,3.028,2.617,6.9,10.3,NA,13.8,10.3,3.4,6.9,10.3,6.9,13.8,17.2,NA
146,61,"06.08.2015","Keser",69,49,20,3.451,2.818,2.9,5.8,1.4,2.9,11.6,8.7,5.8,14.5,11.6,5.8,29,NA
147,53,"07.10.2011","Ohr",100,86,14,2.959,2.627,NA,11,12,8,6,10,12,9,11,7,14,NA
147,53,"25.07.2011","Ohr",118,88,21,2.978,2.289,7.6,11,6.8,11.9,7.6,7.6,6.8,6.8,4.2,4.2,25.4,NA
147,54,"28.03.2012","Klasen",120,111,8,2.703,2.516,4.2,7.5,10,13.3,12.5,12.5,6.7,11.7,8.3,5.8,7.5,NA
147,54,"20.02.2012","Klasen",50,44,6,2.75,2.443,4,8,12,12,12,8,8,16,6,2,12,NA
147,55,"04.10.2012","Rübel",125,115,9,2.962,2.803,0.8,4,4,8.8,10.4,15.2,16.8,17.6,12,2.4,7.2,0.8
147,55,"30.07.2012","Rübel",89,76,12,3.176,2.86,NA,3.4,4.5,1.1,12.4,12.4,22.5,16.9,10.1,1.1,14.6,1.1
147,56,"26.03.2013","Ohr",141,109,27,3.179,2.644,NA,9.2,5.7,7.8,8.5,12.8,12.8,8.5,5,7.1,22.7,NA
147,56,"16.02.2013","Ohr",92,77,13,2.988,2.596,1.1,6.5,5.4,10.9,12,16.3,10.9,12,5.4,3.3,16.3,NA
147,57,"30.09.2013","Klasen",97,80,15,3.144,2.772,4.1,5.2,4.1,4.1,9.3,12.4,12.4,15.5,7.2,8.2,16.5,1
147,57,"22.07.2013","Klasen",105,71,26,3.457,2.718,1.9,1.9,8.6,4.8,8.6,11.4,10.5,6.7,6.7,6.7,32.4,NA
147,58,"10.04.2014","Trimborn",124,118,5,2.333,2.197,7.3,10.5,11.3,13.7,21.8,16.1,7.3,4,NA,3.2,4.8,NA
147,58,"17.02.2014","Trimborn",102,85,15,2.854,2.425,9.8,7.8,10.8,8.8,7.8,5.9,9.8,6.9,8.8,6.9,16.7,NA
147,59,"29.09.2014","Rübel",68,63,3,2.597,2.406,8.8,4.4,11.8,8.8,14.7,14.7,13.2,5.9,10.3,NA,7.4,NA
147,59,"04.08.2014","Rübel",109,103,5,2.594,2.453,5.5,0.9,15.6,11,15.6,19.3,11.9,5.5,6.4,2.8,5.5,NA
147,60,"01.04.2015","Ohr",133,92,41,3.489,2.816,0.8,3,6,9,8.3,9.8,4.5,9,6.8,12,30.8,NA
147,60,"14.02.2015","Ohr",67,47,20,3.348,2.645,4.5,9,3,9,3,9,7.5,9,7.5,9,29.9,NA
147,61,"06.10.2015","Wollni",141,114,27,3.189,2.761,2.8,4.3,7.8,5,12.1,9.2,12.1,7.8,7.8,12.1,19.1,NA
147,61,"27.07.2015","Wollni",99,74,25,3.172,2.554,1,3,12.1,9.1,9.1,11.1,13.1,8.1,7.1,1,25.3,NA
147,62,"22.02.2016","Trimborn",84,74,10,2.648,2.33,4.8,9.5,7.1,11.9,17.9,15.5,11.9,6,1.2,2.4,11.9,NA
148,53,"04.10.2011","Kuchinke",88,72,16,3.055,2.617,2.3,4.5,9.1,11.4,10.2,13.6,4.5,10.2,6.8,8,18.2,1.1
148,53,"20.07.2011","Kuchinke",115,85,26,3.473,2.907,NA,0.9,4.3,7,12.2,6.1,9.6,15.7,5.2,9.6,26.1,3.5
148,55,"02.10.2012","Kuchinke",119,92,23,3.426,2.954,0.8,0.8,4.2,6.7,9.2,9.2,14.3,8.4,10.9,10.9,22.7,1.7
148,55,"25.07.2012","Kuchinke",139,118,21,3.177,2.841,1.4,2.9,5,5.8,10.1,12.9,15.8,10.1,10.1,7.9,15.1,2.9
148,57,"30.07.2013","Bizer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,57,"17.07.2013","Bizer",133,103,23,3.258,2.741,2.3,3,5.3,6.8,9.8,12,12.8,10.5,9,4.5,22.6,1.5
148,58,"02.10.2013","Bizer",106,82,23,3.153,2.592,4.7,5.7,2.8,8.5,15.1,10.4,6.6,5.7,7.5,7.5,22.6,2.8
148,59,"30.07.2014","Bizer",143,119,22,3.059,2.661,3.5,4.2,7,11.9,9.1,9.1,11.9,9.8,6.3,9.1,16.8,1.4
148,60,"06.10.2014","Bizer",177,130,47,3.408,2.814,0.6,7.9,5.1,4.5,5.1,10.7,9,8.5,10.2,9.6,26.6,2.3
148,61,"29.07.2015","Bizer",135,105,30,3.138,2.606,3,8.1,5.2,8.9,7.4,12.6,7.4,12.6,8.9,3.7,22.2,NA
148,61,"14.07.2015","Bizer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,62,"05.10.2015","Bizer",160,116,44,3.391,2.781,2.5,2.5,6.9,6.9,8.1,9.4,10,8.8,8.1,9.4,27.5,NA
149,53,"30.09.2011","Schwager",79,67,9,3.564,3.322,NA,NA,2.5,3.8,6.3,7.6,7.6,12.7,17.7,24.1,13.9,3.8
149,53,"28.07.2011","Schwager",88,64,22,3.201,2.527,2.3,6.8,3.4,11.4,10.2,14.8,9.1,5.7,5.7,3.4,27.3,NA
149,55,"09.10.2012","Schwarz",70,58,8,3.423,3.097,NA,1.4,NA,5.7,12.9,10,12.9,11.4,12.9,15.7,17.1,NA
149,55,"02.08.2012","Schwarz",85,76,8,2.721,2.451,2.4,11.8,15.3,8.2,14.1,9.4,5.9,5.9,5.9,10.6,10.6,NA
149,57,"25.07.2013","Schwager",89,66,22,3.28,2.68,2.2,4.5,10.1,9,3.4,11.2,6.7,12.4,6.7,7.9,25.8,NA
149,58,"09.10.2013","Schwager",96,63,30,3.56,2.829,3.1,3.1,6.3,8.3,3.1,9.4,2.1,9.4,6.3,14.6,33.3,1
149,59,"07.08.2014","Schwager",75,55,19,3.477,2.924,1.3,1.3,1.3,8,12,6.7,12,12,9.3,9.3,26.7,NA
149,60,"08.10.2014","Schwager",91,53,37,4.025,3.326,NA,2.2,3.3,3.3,2.2,2.2,3.3,6.6,15.4,19.8,41.8,NA
149,61,"30.07.2015","Schwager",70,56,14,2.863,2.329,4.3,8.6,14.3,7.1,14.3,10,8.6,4.3,5.7,2.9,20,NA
149,62,"09.10.2015","Schwager",63,40,23,3.462,2.577,3.2,6.3,6.3,7.9,7.9,4.8,4.8,11.1,3.2,7.9,36.5,NA
150,52,"01.04.2011","Rübel",108,92,15,3.193,2.872,1.9,1.9,1.9,12,8.3,12,14.8,10.2,11.1,9.3,14.8,1.9
150,52,"12.02.2011","Rübel",118,104,14,3.058,2.796,0.8,2.5,7.6,11,13.6,12.7,7.6,10.2,9.3,12.7,11.9,NA
150,54,"27.03.2012","Rübel",149,143,6,2.446,2.338,0.7,3.4,15.4,23.5,20.1,12.8,10.7,5.4,2,2,4,NA
150,54,"11.02.2012","Rübel",99,82,16,3.123,2.734,2,5.1,6.1,10.1,13.1,10.1,5.1,11.1,9.1,11.1,17.2,NA
150,56,"03.04.2013","Rübel",92,86,5,2.668,2.506,2.2,6.5,13,16.3,10.9,12,6.5,13,10.9,2.2,6.5,NA
150,57,"03.04.2013","Rübel",136,118,17,3.055,2.758,NA,5.1,4.4,11.8,10.3,11.8,16.9,11.8,7.4,7.4,13.2,NA
150,58,"24.02.2014","Rübel",124,109,15,3.21,2.964,0.8,3.2,4,3.2,8.9,15.3,14.5,16.1,11.3,10.5,12.1,NA
150,59,"09.04.2014","Rübel",162,156,6,2.677,2.587,2.5,3.7,11.1,14.2,10.5,17.3,15.4,8,11.1,2.5,3.7,NA
150,60,"23.02.2015","Rübel",185,167,18,2.644,2.39,1.6,9.2,10.8,17.3,17.3,8.1,7.6,10.8,3.8,3.8,9.7,NA
