"modul","semester","termin","pruefer","anzahl","bestanden","nichtBestanden","schnitt","schnittBestanden","X1_0","X1_3","X1_7","X2_0","X2_3","X2_7","X3_0","X3_3","X3_7","X4_0","X5_0","ohneNote"
1668,57,"31.10.2013","Boztug",14,9,5,3.193,2.189,7.1,NA,7.1,14.3,14.3,14.3,7.1,NA,NA,NA,35.7,NA
1668,57,"31.10.2013","Hammerschmidt",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,57,"31.10.2013","Toporowski",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,57,"17.07.2013","Boztug",19,18,1,2.837,2.717,5.3,NA,15.8,5.3,10.5,15.8,5.3,10.5,26.3,NA,5.3,NA
1668,57,"17.07.2013","Toporowski",24,24,0,2.463,2.462,NA,4.2,16.7,16.7,16.7,8.3,29.2,NA,8.3,NA,NA,NA
1668,59,"31.10.2014","Toporowski",23,20,3,3.257,2.995,NA,8.7,4.3,4.3,8.7,NA,17.4,13,13,17.4,13,NA
1668,59,"30.07.2014","Toporowski",34,28,6,3.309,2.946,NA,2.9,2.9,NA,17.6,8.8,14.7,17.6,11.8,5.9,17.6,NA
1668,61,"04.11.2015","Hammerschmidt",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,61,"04.11.2015","Toporowski",21,19,2,2.005,1.689,14.3,28.6,19,4.8,19,NA,NA,4.8,NA,NA,9.5,NA
1668,61,"22.07.2015","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,61,"22.07.2015","Toporowski",27,26,1,2.433,2.335,7.4,3.7,7.4,18.5,18.5,22.2,7.4,7.4,3.7,NA,3.7,NA
1671,54,"04.05.2012","Boztug",25,16,9,3.588,2.794,NA,4,4,4,8,16,4,12,8,4,36,NA
1671,54,"01.03.2012","Boztug",41,31,10,3.271,2.713,2.4,7.3,4.9,7.3,4.9,14.6,9.8,7.3,7.3,9.8,24.4,NA
1671,58,"09.05.2014","Boztug",26,16,10,3.662,2.825,NA,NA,NA,11.5,11.5,3.8,15.4,11.5,3.8,3.8,38.5,NA
1671,58,"25.02.2014","Boztug",53,37,16,3.696,3.132,NA,1.9,3.8,3.8,7.5,7.5,9.4,3.8,15.1,17,30.2,NA
1671,61,"30.10.2015","Elshiewy",10,9,1,2.87,2.633,NA,NA,10,30,10,NA,10,10,20,NA,10,NA
1671,61,"27.07.2015","Elshiewy",21,18,3,2.776,2.406,9.5,14.3,9.5,4.8,9.5,9.5,4.8,4.8,4.8,14.3,14.3,NA
6715,52,"06.06.2011","Dierkes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6715,52,"05.05.2011","Dierkes",23,18,5,3.022,2.472,8.7,8.7,NA,8.7,13,13,NA,17.4,4.3,4.3,21.7,NA
6715,52,"22.02.2011","Dierkes",28,18,10,3.336,2.411,7.1,3.6,7.1,14.3,3.6,7.1,7.1,3.6,3.6,7.1,35.7,NA
6715,54,"08.05.2012","Dierkes",36,31,5,2.869,2.526,2.8,5.6,11.1,11.1,8.3,2.8,13.9,11.1,8.3,NA,13.9,NA
6715,54,"21.02.2012","Dierkes",31,27,4,2.81,2.485,3.2,6.5,6.5,6.5,9.7,9.7,9.7,16.1,3.2,3.2,12.9,NA
6715,56,"26.04.2013","Dierkes",15,8,7,3.82,2.787,6.7,NA,NA,NA,6.7,6.7,13.3,13.3,6.7,NA,46.7,NA
6715,56,"12.02.2013","Dierkes",36,36,0,2.592,2.592,NA,NA,8.3,13.9,22.2,25,11.1,16.7,2.8,NA,NA,NA
6715,57,"14.08.2013","Dierkes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6715,58,"25.04.2014","Dierkes",27,21,6,2.93,2.338,7.4,3.7,3.7,25.9,3.7,18.5,NA,7.4,3.7,3.7,22.2,NA
6715,58,"20.02.2014","Dierkes",33,30,3,2.694,2.463,6.1,NA,6.1,3,21.2,15.2,15.2,9.1,3,3,9.1,NA
6715,58,"14.02.2014","Dierkes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6715,60,"16.04.2015","Dierkes",37,31,6,3.011,2.626,2.7,2.7,13.5,8.1,10.8,13.5,8.1,8.1,5.4,8.1,16.2,NA
6715,60,"19.02.2015","Dierkes",27,21,6,2.926,2.333,NA,14.8,7.4,3.7,11.1,14.8,11.1,7.4,3.7,NA,22.2,NA
11374,52,"11.03.2011","Koch",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12095,52,"02.03.2011","Muntermann",15,13,2,2.793,2.454,NA,6.7,NA,13.3,26.7,20,13.3,6.7,NA,NA,13.3,NA
12095,53,"03.08.2011","Muntermann",30,22,8,3.221,2.543,NA,6.7,6.7,6.7,10,20,6.7,6.7,3.3,3.3,26.7,3.3
12095,54,"29.02.2012","Muntermann",27,21,6,3.052,2.495,11.1,3.7,11.1,3.7,3.7,7.4,11.1,14.8,11.1,NA,22.2,NA
12095,55,"08.08.2012","Muntermann",31,26,5,2.942,2.546,16.1,3.2,3.2,9.7,3.2,6.5,3.2,25.8,9.7,3.2,16.1,NA
12095,56,"27.02.2013","Muntermann",29,24,5,2.941,2.512,3.4,10.3,6.9,13.8,10.3,6.9,10.3,3.4,6.9,10.3,17.2,NA
12095,57,"31.07.2013","Muntermann",38,30,8,2.911,2.353,5.3,7.9,7.9,7.9,13.2,18.4,5.3,10.5,NA,2.6,21.1,NA
12095,59,"13.08.2014","Muntermann",38,34,4,2.642,2.365,NA,5.3,7.9,23.7,26.3,7.9,5.3,7.9,2.6,2.6,10.5,NA
12095,61,"05.08.2015","Muntermann",22,18,4,2.823,2.339,13.6,NA,13.6,9.1,13.6,9.1,4.5,4.5,9.1,4.5,18.2,NA
12598,53,"28.06.2011","Muntermann",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12598,55,"21.06.2012","Muntermann",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12598,57,"31.05.2013","Muntermann",12,12,0,1.983,1.983,8.3,8.3,8.3,25,50,NA,NA,NA,NA,NA,NA,NA
12598,59,"25.06.2014","Muntermann",12,10,2,2.183,1.62,NA,41.7,8.3,33.3,NA,NA,NA,NA,NA,NA,16.7,NA
12598,61,"25.05.2015","Muntermann",12,12,0,1.683,1.683,8.3,33.3,25,8.3,25,NA,NA,NA,NA,NA,NA,NA
12607,53,"11.11.2011","Hammerschmidt",56,55,1,2.498,2.453,1.8,7.1,7.1,19.6,19.6,16.1,10.7,7.1,5.4,3.6,1.8,NA
12607,53,"26.07.2011","Hammerschmidt",68,62,6,2.363,2.108,2.9,14.7,22.1,19.1,10.3,2.9,11.8,1.5,NA,4.4,8.8,NA
12607,55,"26.10.2012","Hammerschmidt",48,46,2,2.5,2.391,6.3,4.2,8.3,18.8,16.7,16.7,10.4,8.3,4.2,2.1,4.2,NA
12607,55,"31.07.2012","Hammerschmidt",61,54,7,2.557,2.241,1.6,11.5,13.1,16.4,18,6.6,13.1,6.6,NA,1.6,11.5,NA
12607,57,"25.10.2013","Hammerschmidt",57,54,3,2.372,2.226,5.3,5.3,21.1,21.1,14,7,10.5,3.5,5.3,1.8,5.3,NA
12607,57,"23.07.2013","Hammerschmidt",58,54,4,2.41,2.219,1.7,10.3,12.1,19,17.2,20.7,10.3,NA,1.7,NA,6.9,NA
12607,59,"07.11.2014","Hammerschmidt",51,49,2,2.529,2.429,NA,5.9,15.7,15.7,17.6,13.7,9.8,11.8,5.9,NA,3.9,NA
12607,59,"12.08.2014","Hammerschmidt",99,96,3,2.571,2.495,2,4,15.2,14.1,15.2,19.2,11.1,4,4,8.1,3,NA
12607,61,"20.11.2015","Hammerschmidt",78,71,7,2.737,2.514,1.3,2.6,9,17.9,23.1,11.5,5.1,9,7.7,3.8,9,NA
12607,61,"28.07.2015","Hammerschmidt",104,97,7,2.419,2.233,2.9,4.8,20.2,21.2,17.3,11.5,6.7,3.8,1.9,2.9,6.7,NA
13413,53,"26.05.2011","Hammerschmidt",31,31,0,2.239,2.239,NA,NA,3.2,9.7,12.9,3.2,NA,NA,NA,3.2,NA,NA
13413,54,"28.02.2012","Schumann",21,21,0,2.71,2.71,NA,NA,NA,NA,9.5,NA,NA,4.8,9.5,NA,NA,NA
13413,55,"30.08.2012","Boztug",38,38,0,2.179,2.179,NA,NA,10.5,15.8,5.3,7.9,NA,NA,NA,NA,NA,NA
13413,56,"12.02.2013","Schumann",13,12,1,2.662,2.467,NA,NA,NA,7.7,15.4,7.7,7.7,NA,NA,NA,7.7,NA
13413,57,"12.06.2013","Boztug",19,19,0,2.161,2.161,NA,NA,NA,NA,15.8,NA,5.3,NA,NA,NA,NA,NA
13413,57,"12.06.2013","Hammerschmidt",23,23,0,1.883,1.883,NA,8.7,4.3,8.7,4.3,4.3,NA,NA,NA,NA,NA,NA
13413,58,"11.02.2014","Schumann",21,20,1,2.181,2.04,NA,4.8,14.3,9.5,4.8,NA,4.8,4.8,NA,NA,4.8,NA
13413,59,"28.05.2014","Boztug",37,37,0,2.146,2.146,NA,NA,5.4,8.1,10.8,2.7,8.1,2.7,NA,NA,NA,NA
13413,60,"10.02.2015","Schumann",25,21,4,2.728,2.295,NA,NA,4,16,12,4,8,4,NA,NA,16,NA
13413,61,"03.06.2015","Boztug",12,12,0,2.008,2.008,NA,NA,8.3,16.7,NA,NA,NA,NA,NA,NA,NA,NA
13413,61,"03.06.2015","Hammerschmidt",19,18,1,2.189,2.033,NA,5.3,10.5,10.5,NA,NA,5.3,NA,NA,NA,5.3,NA
14138,53,"12.07.2011","Brehm",82,80,2,2.422,2.357,2.4,8.5,15.9,12.2,12.2,19.5,13.4,9.8,2.4,NA,2.4,1.2
14138,53,"05.07.2011","Brehm",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14138,53,"20.06.2011","Brehm",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14138,55,"28.08.2012","Brehm",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14138,55,"17.07.2012","Brehm",84,75,9,2.704,2.428,NA,6,13.1,17.9,11.9,19,9.5,3.6,4.8,3.6,10.7,NA
14138,55,"12.07.2012","Brehm",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14138,57,"09.07.2013","Brehm",104,102,2,2.438,2.388,2.9,8.7,11.5,21.2,14.4,10.6,14.4,1.9,10.6,1.9,1.9,NA
14138,59,"23.07.2014","Brehm",63,62,1,2.265,2.221,4.8,9.5,14.3,20.6,15.9,19,4.8,6.3,NA,3.2,1.6,NA
14138,61,"14.07.2015","Brehm",93,90,3,2.401,2.314,1.1,10.8,8.6,20.4,22.6,14,9.7,4.3,3.2,2.2,3.2,NA
14512,53,"04.08.2011","Gregory",14,13,1,2.021,1.792,7.1,21.4,35.7,7.1,14.3,NA,NA,7.1,NA,NA,7.1,NA
14512,55,"21.06.2012","Gregory",16,13,3,2.269,1.638,12.5,31.3,12.5,12.5,NA,12.5,NA,NA,NA,NA,18.8,NA
14512,57,"10.06.2013","Gregory",18,18,0,1.811,1.811,11.1,5.6,50,11.1,11.1,11.1,NA,NA,NA,NA,NA,NA
14512,59,"18.07.2014","Gregory",16,16,0,1.894,1.894,6.3,12.5,18.8,37.5,18.8,6.3,NA,NA,NA,NA,NA,NA
14512,61,"03.06.2015","Gregory",11,11,0,1.791,1.791,27.3,9.1,27.3,18.2,NA,NA,9.1,9.1,NA,NA,NA,NA
14516,53,"30.06.2011","Kolbe",13,12,1,1.962,1.708,15.4,23.1,NA,38.5,15.4,NA,NA,NA,NA,NA,7.7,NA
14516,53,"16.06.2011","Kolbe",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16640,53,"14.10.2011","Geldermann",23,23,0,1.378,1.378,26.1,34.8,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
16915,54,"27.04.2012","Hammerschmidt",49,47,2,2.327,2.213,6.1,6.1,20.4,16.3,20.4,6.1,8.2,6.1,6.1,NA,4.1,NA
16915,54,"16.02.2012","Hammerschmidt",29,28,1,2.607,2.521,3.4,3.4,10.3,17.2,17.2,6.9,17.2,10.3,6.9,3.4,3.4,NA
16915,56,"19.04.2013","Hammerschmidt",53,45,8,2.725,2.32,NA,7.5,15.1,18.9,13.2,15.1,1.9,7.5,1.9,3.8,15.1,NA
16915,56,"14.02.2013","Hammerschmidt",46,39,7,3.061,2.713,4.3,2.2,4.3,8.7,17.4,10.9,8.7,13,4.3,10.9,15.2,NA
16915,57,"27.06.2013","Hammerschmidt",30,28,2,2.497,2.318,6.7,NA,10,26.7,10,23.3,10,3.3,3.3,NA,6.7,NA
16915,58,"05.12.2013","Hammerschmidt",47,41,6,2.645,2.3,2.1,12.8,12.8,6.4,17,14.9,14.9,2.1,2.1,2.1,12.8,NA
16915,59,"20.06.2014","Hammerschmidt",28,22,6,3.186,2.691,3.6,NA,10.7,7.1,3.6,17.9,14.3,10.7,7.1,3.6,21.4,NA
16915,60,"12.06.2015","Hammerschmidt",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16915,60,"08.05.2015","Hammerschmidt",42,39,3,2.607,2.423,NA,2.4,9.5,19,21.4,23.8,9.5,2.4,4.8,NA,7.1,NA
16915,60,"19.02.2015","Hammerschmidt",73,62,11,2.973,2.613,NA,2.7,8.2,11,17.8,13.7,16.4,5.5,4.1,5.5,15.1,NA
16915,61,"25.09.2015","Hammerschmidt",16,16,0,2.663,2.662,NA,6.3,6.3,6.3,31.3,12.5,12.5,6.3,12.5,6.3,NA,NA
16915,61,"12.06.2015","Hammerschmidt",24,21,3,3.146,2.881,NA,4.2,NA,4.2,16.7,12.5,16.7,20.8,8.3,4.2,12.5,NA
16915,62,"18.12.2015","Hammerschmidt",13,12,1,2.723,2.533,NA,NA,7.7,15.4,23.1,23.1,15.4,NA,7.7,NA,7.7,NA
16920,54,"28.02.2012","Hammerschmidt",12,12,0,2.008,2.008,NA,16.7,NA,8.3,8.3,NA,NA,NA,NA,NA,NA,NA
16920,56,"11.01.2013","Hammerschmidt",16,15,1,1.931,1.727,NA,31.3,18.8,37.5,6.3,NA,NA,NA,NA,NA,6.3,NA
16920,58,"07.02.2014","Hammerschmidt",20,16,4,2.385,1.731,NA,20,25,35,NA,NA,NA,NA,NA,NA,20,NA
16920,60,"06.02.2015","Hammerschmidt",17,17,0,1.688,1.688,NA,29.4,41.2,23.5,5.9,NA,NA,NA,NA,NA,NA,NA
17798,54,"01.03.2012","Wolff",69,53,16,2.938,2.304,4.3,11.6,5.8,10.1,11.6,13,5.8,8.7,4.3,NA,23.2,1.4
17798,56,"28.02.2013","Wolff",95,78,17,2.922,2.469,8.4,4.2,6.3,13.7,7.4,16.8,7.4,6.3,3.2,8.4,17.9,NA
17798,58,"18.02.2014","Wolff",55,44,11,2.915,2.393,5.5,9.1,10.9,9.1,12.7,7.3,7.3,5.5,7.3,5.5,20,NA
17798,60,"26.02.2015","Wolff",122,92,30,3.16,2.56,1.6,4.9,11.5,11.5,8.2,9,8.2,8.2,4.9,7.4,24.6,NA
17798,62,"24.02.2016","Wolff",63,52,11,2.898,2.454,6.3,6.3,4.8,7.9,14.3,15.9,11.1,9.5,6.3,NA,17.5,NA
17799,54,"01.03.2012","Wolff",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17799,54,"03.02.2011","Wolff",13,13,0,1.485,1.485,30.8,30.8,15.4,15.4,NA,7.7,NA,NA,NA,NA,NA,NA
17799,56,"18.01.2013","Oehmichen",24,24,0,1.5,1.5,25,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA
17799,58,"16.01.2014","Wolff",22,21,1,1.682,1.524,18.2,27.3,27.3,22.7,NA,NA,NA,NA,NA,NA,4.5,NA
17799,60,"23.01.2015","Wolff",24,24,0,1.738,1.737,NA,37.5,12.5,37.5,12.5,NA,NA,NA,NA,NA,NA,NA
17799,62,"18.01.2016","Wolff",22,22,0,1.827,1.827,9.1,9.1,36.4,27.3,9.1,9.1,NA,NA,NA,NA,NA,NA
17801,55,"09.11.2012","Wolff",26,24,2,2.758,2.571,3.8,7.7,3.8,11.5,15.4,23.1,7.7,3.8,3.8,11.5,7.7,NA
17801,55,"01.08.2012","Wolff",27,23,4,2.689,2.287,7.4,3.7,11.1,14.8,22.2,7.4,11.1,NA,NA,7.4,14.8,NA
17801,57,"24.07.2013","Wolff",27,24,3,2.515,2.204,7.4,3.7,22.2,11.1,11.1,18.5,11.1,NA,NA,3.7,11.1,NA
17801,57,"19.07.2013","Wolff",27,24,3,2.807,2.533,NA,7.4,3.7,18.5,25.9,7.4,NA,11.1,11.1,3.7,11.1,NA
17801,59,"12.08.2014","Wolff",42,39,3,2.507,2.315,7.1,7.1,9.5,14.3,16.7,14.3,14.3,4.8,2.4,2.4,7.1,NA
17801,61,"04.08.2015","Wolff",56,50,6,2.952,2.706,3.6,5.4,5.4,8.9,10.7,16.1,8.9,14.3,7.1,8.9,10.7,NA
17802,55,"31.07.2012","Oehmichen",79,61,18,3.227,2.703,5.1,6.3,5.1,3.8,11.4,7.6,8.9,10.1,11.4,7.6,22.8,NA
17802,55,"02.11.0112","Oehmichen",35,28,7,2.974,2.468,11.4,5.7,8.6,8.6,5.7,8.6,8.6,5.7,8.6,8.6,20,NA
17802,57,"23.07.2013","Oehmichen",26,23,3,2.681,2.378,3.8,11.5,11.5,11.5,11.5,15.4,7.7,3.8,3.8,7.7,11.5,NA
17803,54,"24.01.2012","Koch",14,14,0,2.167,2.167,7.1,14.3,NA,NA,21.4,NA,NA,7.1,NA,NA,NA,NA
17803,56,"31.01.2013","Koch",24,24,0,2.364,2.364,NA,4.2,4.2,NA,NA,4.2,NA,NA,NA,NA,NA,NA
17803,58,"30.01.2014","Koch",14,14,0,2.366,2.366,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA
17803,60,"22.01.2015","Oestreicher",17,15,2,2.424,2.08,NA,11.8,11.8,5.9,5.9,5.9,NA,NA,NA,NA,11.8,NA
17805,54,"07.02.2012","Oestreicher",33,31,2,2.539,2.381,NA,18.2,9.1,9.1,21.2,12.1,6.1,6.1,6.1,6.1,6.1,NA
24748,55,"18.07.2012","Muntermann",13,13,0,1.846,1.846,NA,30.8,30.8,15.4,7.7,7.7,7.7,NA,NA,NA,NA,NA
24748,57,"24.06.2013","Muntermann",14,14,0,1.943,1.943,7.1,28.6,14.3,21.4,7.1,NA,14.3,7.1,NA,NA,NA,NA
24748,59,"23.06.2014","Muntermann",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24748,61,"17.07.2015","Muntermann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24748,61,"17.07.2015","Muntermann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24748,61,"17.07.2015","Muntermann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24748,61,"17.07.2015","Muntermann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24748,61,"09.07.2015","Muntermann",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25518,56,"20.02.2013","Oestreicher",21,16,5,3.105,2.512,4.8,NA,4.8,19,4.8,23.8,4.8,4.8,9.5,NA,23.8,NA
25518,58,"18.02.2014","Oestreicher",17,14,3,3.124,2.721,NA,NA,11.8,11.8,17.6,11.8,NA,5.9,17.6,5.9,17.6,NA
25518,60,"17.02.2015","Oestreicher",28,20,8,3.382,2.735,3.6,3.6,7.1,7.1,3.6,7.1,7.1,17.9,14.3,NA,28.6,NA
25778,55,"01.10.2012","Dannewald",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25778,57,"30.08.2013","Dannewald",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25778,58,"06.01.2014","Dannewald",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25778,60,"29.01.2015","Dannewald",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26627,55,"02.05.2012","Wolff",24,24,0,1.45,1.45,12.5,50,25,12.5,NA,NA,NA,NA,NA,NA,NA,NA
26627,57,"21.06.2013","Wolff",21,21,0,1.757,1.757,NA,23.8,47.6,19,NA,9.5,NA,NA,NA,NA,NA,NA
26627,59,"04.07.2014","Wolff",22,22,0,1.6,1.6,9.1,36.4,27.3,18.2,9.1,NA,NA,NA,NA,NA,NA,NA
26627,61,"02.07.2015","Wolff",24,24,0,1.842,1.842,NA,16.7,50,8.3,16.7,8.3,NA,NA,NA,NA,NA,NA
36014,56,"03.04.2013","Froese",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36014,56,"06.02.2013","Froese",17,17,0,1.882,1.882,11.8,17.6,23.5,23.5,11.8,5.9,NA,NA,NA,5.9,NA,NA
36014,58,"09.04.2014","Froese",43,42,1,2.247,2.181,2.3,4.7,23.3,30.2,14,11.6,2.3,2.3,4.7,2.3,2.3,NA
36014,58,"18.12.2013","Froese",85,80,5,2.264,2.092,3.5,14.1,18.8,21.2,11.8,11.8,5.9,4.7,2.4,NA,5.9,NA
36014,60,"18.05.2015","Froese",44,43,1,2.555,2.498,9.1,9.1,11.4,9.1,13.6,9.1,11.4,2.3,9.1,13.6,2.3,NA
36014,60,"17.12.2014","Froese",74,65,9,2.592,2.258,5.4,5.4,8.1,21.6,20.3,10.8,8.1,4.1,2.7,1.4,12.2,NA
36014,62,"18.12.2016","Bader",47,46,1,2.323,2.265,4.3,8.5,12.8,19.1,23.4,10.6,6.4,6.4,6.4,NA,2.1,NA
36018,56,"28.02.2013","Bader",11,11,0,2.309,2.309,NA,27.3,27.3,9.1,NA,NA,NA,9.1,27.3,NA,NA,NA
36018,58,"31.01.2014","Bader",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36018,60,"30.01.2015","Bader",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36018,62,"01.02.2026","Bader",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36021,56,"20.02.2013","Froese",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36021,58,"20.12.2013","Froese",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36027,57,"22.07.2013","Maurer",73,67,6,2.329,2.09,11,11,16.4,12.3,15.1,8.2,11,2.7,4.1,NA,8.2,NA
36027,58,"13.12.2013","Maurer",65,63,2,2.458,2.378,9.2,9.2,13.8,9.2,10.8,10.8,15.4,6.2,7.7,4.6,3.1,NA
36027,59,"04.08.2014","Maurer",86,66,20,2.97,2.355,4.7,4.7,15.1,14,5.8,12.8,3.5,8.1,4.7,3.5,23.3,NA
36027,60,"10.12.2014","Maurer",74,63,11,2.665,2.257,13.5,9.5,6.8,9.5,10.8,8.1,13.5,5.4,5.4,2.7,14.9,NA
36027,61,"27.07.2015","Maurer",35,32,3,2.589,2.362,5.7,20,14.3,5.7,11.4,5.7,2.9,2.9,8.6,14.3,8.6,NA
36027,62,"04.12.2015","Maurer",27,25,2,2.611,2.42,NA,3.7,22.2,14.8,14.8,14.8,11.1,NA,NA,11.1,7.4,NA
36056,57,"11.08.2013","Maurer",15,12,3,2.347,1.683,NA,33.3,20,13.3,13.3,NA,NA,NA,NA,NA,20,NA
36056,59,"24.08.2014","Maurer",14,14,0,1.807,1.807,NA,21.4,35.7,21.4,21.4,NA,NA,NA,NA,NA,NA,NA
36056,61,"14.08.2015","Maurer",18,18,0,1.833,1.833,NA,16.7,33.3,33.3,16.7,NA,NA,NA,NA,NA,NA,NA
36031,58,"14.01.2014","Maurer",13,13,0,1.969,1.969,NA,30.8,30.8,NA,15.4,NA,23.1,NA,NA,NA,NA,NA
36031,62,"26.01.2016","Maurer",12,12,0,1.75,1.75,NA,33.3,25,33.3,NA,8.3,NA,NA,NA,NA,NA,NA
37499,57,"30.08.2013","Froese",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37499,59,"27.08.2014","Froese",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37499,61,"13.08.2015","Froese",14,14,0,2.829,2.829,NA,21.4,NA,21.4,NA,NA,14.3,NA,7.1,35.7,NA,NA
36083,57,"15.07.2013","Froese",57,54,3,2.254,2.102,7,15.8,12.3,19.3,15.8,8.8,8.8,1.8,3.5,1.8,5.3,NA
36083,59,"29.07.2014","Froese",81,74,7,2.606,2.38,1.2,9.9,11.1,11.1,21,13.6,12.3,4.9,2.5,3.7,8.6,NA
36083,61,"21.07.2015","Froese",40,38,2,2.595,2.468,7.5,5,15,10,10,12.5,12.5,10,7.5,5,5,NA
36084,57,"28.05.2013","Bader",11,11,0,1.382,1.382,36.4,36.4,NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA
36084,59,"18.07.2014","Bader",11,11,0,1.3,1.3,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36084,61,"13.07.2015","Bader",12,12,0,1.567,1.567,NA,33.3,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
36085,62,"22.12.2015","Froese",15,15,0,1.453,1.453,NA,66.7,26.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA
36599,60,"17.12.2014","Dawid",29,27,2,2.79,2.626,NA,6.9,3.4,17.2,10.3,17.2,13.8,17.2,3.4,3.4,6.9,NA
38175,58,"21.02.2014","Nacke",19,19,0,2.142,2.142,5.3,21.1,10.5,21.1,5.3,21.1,5.3,5.3,5.3,NA,NA,NA
38175,60,"20.02.2015","Nacke",44,42,2,2.655,2.543,4.5,NA,9.1,13.6,18.2,18.2,15.9,6.8,6.8,2.3,4.5,NA
38178,59,"08.08.2014","Nacke",16,15,1,3.106,2.98,6.3,NA,NA,NA,NA,31.3,6.3,37.5,12.5,NA,6.3,NA
38178,61,"31.07.2015","Nacke",25,24,1,2.804,2.712,NA,4,12,8,16,12,12,12,20,NA,4,NA
44411,59,"08.08.2014","Froese",59,57,2,2.436,2.346,3.4,5.1,13.6,20.3,20.3,13.6,8.5,3.4,3.4,5.1,3.4,NA
44411,61,"20.07.2015","Bonache",38,35,3,2.476,2.26,18.4,7.9,13.2,15.8,NA,7.9,NA,13.2,7.9,7.9,7.9,NA
45094,59,"29.07.2014","Oestreicher",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45094,61,"21.07.2015","Oestreicher",16,16,0,2.381,2.381,NA,6.3,25,18.8,6.3,12.5,12.5,12.5,6.3,NA,NA,NA
48385,60,"30.09.2014","Brehm",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
